id,title,author,published_utc,article_url,tickers,amp_url,image_url,description,title_FinBERT,description_FinBERT,title_FinancialBERT,description_FinancialBERT
Xrjpv3YGSkefa78POUJ3vGxBtaZvHXQuqoUlqxYwkpg,Here is Why Growth Investors Should Buy Mid-America Apartment Communities (MAA) Now,Zacks Equity Research,2022-07-04T16:45:04Z,https://www.zacks.com/stock/news/1947649/here-is-why-growth-investors-should-buy-mid-america-apartment-communities-maa-now,MAA,https://www.zacks.com/amp/stock/news/1947649/here-is-why-growth-investors-should-buy-mid-america-apartment-communities-maa-now,https://staticx-tuner.zacks.com/images/default_article_images/default9.jpg,Mid-America Apartment Communities (MAA) could produce exceptional returns because of its solid growth attributes.,neutral,positive,neutral,positive
ahwoCLttg-c6D8Y-ZnCQ8tEhz6ZG_X9wCs_K9YsKZCk,Point sur la situation de trésorerie d'Inventiva et sur le crédit conclu avec la Banque Européenne d'Investissement,INVENTIVA,2022-07-04T16:45:00Z,https://www.globenewswire.com/news-release/2022/07/04/2473593/0/fr/Point-sur-la-situation-de-tr%C3%A9sorerie-d-Inventiva-et-sur-le-cr%C3%A9dit-conclu-avec-la-Banque-Europ%C3%A9enne-d-Investissement.html,IVA,https://www.globenewswire.com/news-release/2022/07/04/2473593/0/fr/Point-sur-la-situation-de-tr%C3%A9sorerie-d-Inventiva-et-sur-le-cr%C3%A9dit-conclu-avec-la-Banque-Europ%C3%A9enne-d-Investissement.html,https://ml-eu.globenewswire.com/Resource/Download/d96e203b-8941-46c7-888a-508900ab9a8b?size=1,"Daix (France), Long Island City (New York, États-Unis), le 4 juillet 2022 - Inventiva (Euronext Paris et Nasdaq : IVA) (la ""Société ""), société biopharmaceutique spécialisée dans le développement petites molécules administrées par voie orale pour le traitement des patients atteints de stéatohépatite non alcoolique (NASH) et d'autres maladies avec des besoins médicaux non satisfaits significatifs, annonce aujourd'hui le renforcement de sa situation de trésorerie d'un montant d'environ 14,6 millions d'euros grâce à son programme ""At-The-Market"" (""ATM"") et grâce à la conclusion de prêts bancaires garantis par l'État. Cela prolonge l'horizon de trésorerie de la Société jusqu'à la fin du deuxième trimestre 2023, sur la base de la trésorerie, des équivalents de trésorerie et des dépôts à court terme existants, et sans tenir compte du crédit mis en place avec la Banque Européenne d'Investissement (la ""BEI""). La Société annonce également avoir finalisé la documentation du financement avec la BEI (le ""Contrat de Financement"") d'un montant maximum de 50 millions d'euros annoncé le 16 mai 2022 avec la conclusion d'un accord pour l'émission de bons de souscription d'actions (le ""Warrant Agreement""). La Société prévoit d'utiliser les produits issus de ce crédit pour ses études précliniques et cliniques, notamment pour financer une partie de son essai clinique pivot de Phase III évaluant lanifibranor chez des patients atteints de la NASH.",neutral,neutral,neutral,neutral
10FgaxWGZArgBrFVm0RuFe-03md9H37a1bqpP8waD08,Update on Inventiva's cash position and on the finance documentation with the European Investment Bank,INVENTIVA,2022-07-04T16:45:00Z,https://www.globenewswire.com/news-release/2022/07/04/2473593/0/en/Update-on-Inventiva-s-cash-position-and-on-the-finance-documentation-with-the-European-Investment-Bank.html,IVA,https://www.globenewswire.com/news-release/2022/07/04/2473593/0/en/Update-on-Inventiva-s-cash-position-and-on-the-finance-documentation-with-the-European-Investment-Bank.html,https://ml-eu.globenewswire.com/Resource/Download/d96e203b-8941-46c7-888a-508900ab9a8b?size=1,"Daix (France), Long Island City (New York, United States), July 4, 2022 – Inventiva (Euronext Paris and Nasdaq: IVA) (the “Company”), a clinical-stage biopharmaceutical company focused on the development of oral small molecule therapies for the treatment of patients with non-alcoholic steatohepatitis (NASH) and other diseases with significant unmet medical needs, today announced the strengthening of its cash position by approximately €14.6 million through its At-The-Market program (the ""ATM Program"") and new state-backed bank financing. This extends the Company's cash runway until the end of the second quarter 2023, based on existing cash, cash equivalents and short-term deposits and without taking into account the credit facility with the European Investment Bank (the “EIB”). The Company also finalized the documentation requirement under the credit facility with the EIB (the ""Finance Contract"") for up to €50 million as announced on May 16, 2022 by the signing of a warrant agreement (the ""Warrant Agreement""). The Company plans to use the proceeds from the EIB facility towards its preclinical and clinical pipeline, including to help fund a portion of its Phase III clinical trial of lanifibranor in patients with NASH.",neutral,positive,neutral,positive
nSWbJKKxvHKSEXygW9ovl3Kd8Dz6vu7Qshur8ESKjBM,Here's Why Select Medical (SEM) Stock is a Strong Buy Now,Zacks Equity Research,2022-07-04T16:42:00Z,https://www.zacks.com/stock/news/1947690/heres-why-select-medical-sem-stock-is-a-strong-buy-now,CYH ALT SEM ASRT,https://www.zacks.com/amp/stock/news/1947690/heres-why-select-medical-sem-stock-is-a-strong-buy-now,https://staticx-tuner.zacks.com/images/articles/main/b9/771.jpg,Strategic alliances are bolstering Select Medical's (SEM) growth potential while mitigating the risk factor.,positive,positive,neutral,positive
g237zNKIbiQ5ikPAP4cRTdxSyQ0vRoaKbdye7p4kdI8,Transaction in Own Shares,Shell plc,2022-07-04T16:34:00Z,https://www.globenewswire.com/news-release/2022/07/04/2473592/0/en/Transaction-in-Own-Shares.html,SHEL SHEL,https://www.globenewswire.com/news-release/2022/07/04/2473592/0/en/Transaction-in-Own-Shares.html,https://www.globenewswire.com/news-release/2022/07/04/2473592/0/en/Transaction-in-Own-Shares.html,"These share purchases form part of the Company's share buy-back arrangement previously announced on 5 May 2022. In respect of this arrangement, BNP Paribas Exane will make trading decisions in relation to the Company’s securities independently of the Company for a period from 5 May 2022 up to and including 22 July 2022.Any such share purchases will be effected within certain pre-set parameters, and in accordance with the Company's general authority to repurchase shares, Chapter 12 of the Listing Rules and Article 5 of the Market Abuse Regulation 596/2014/EU dealing with buy-back programmes (“EU MAR”) and EU MAR as “onshored” into UK law from the end of the Brexit transition period (on 11:00 pm on 31 December 2020) through the European Union (Withdrawal) Act 2018 (as amended by the European Union (Withdrawal Agreement) Act 2020), and as amended, supplemented, restated, novated, substituted or replaced by relevant statutory instruments (including, The Market Abuse (Amendment) (EU Exit) Regulations (SI 2019/310)), from time to time (“UK MAR”) and the Commission Delegated Regulation (EU) 2016/1052 (the “EU MAR Delegation Regulation”) and the EU MAR Delegated Regulation as “onshored” into UK law from the end of the Brexit transition period (on 11:00 pm on 31 December 2020) through the European Union (Withdrawal) Act 2018 (as amended by the European Union (Withdrawal Agreement) Act 2020), and as amended, supplemented, restated, novated, substituted or replaced by relevant statutory instruments (including, The Market Abuse (Amendment) (EU Exit) Regulations (SI 2019/310)), from time to time.",neutral,neutral,neutral,neutral
aCyVWXNehE6ropLTfT3QYxtyj-hlXlTfjCPR7SNdJOE,"Solid Business Model Boosts KB Home (KBH), Inflation Ails",Zacks Equity Research,2022-07-04T16:26:00Z,https://www.zacks.com/stock/news/1947646/solid-business-model-boosts-kb-home-kbh-inflation-ails,TOL KBH LEN MTH,https://www.zacks.com/amp/stock/news/1947646/solid-business-model-boosts-kb-home-kbh-inflation-ails,https://staticx-tuner.zacks.com/images/articles/main/b8/977.jpg,KB Home (KBH) to witness moderate demand amid inflation and supply woes.,positive,positive,neutral,positive
LuJUzuY-v3BDSZDpMsUo0m4uDcPL_sQMOc0UD5vhCcE,LabCorp (LH) to Strengthen Laboratory Footprint in Japan,Zacks Equity Research,2022-07-04T16:25:00Z,https://www.zacks.com/stock/news/1947628/labcorp-lh-to-strengthen-laboratory-footprint-in-japan,LH NVO LLY AMN,https://www.zacks.com/amp/stock/news/1947628/labcorp-lh-to-strengthen-laboratory-footprint-in-japan,https://staticx-tuner.zacks.com/images/articles/main/fa/2360.jpg,"LabCorp's (LH) Drug Development arm, in collaboration with BML, will open a 4,000-square meters lab facility in Kawagoe for global clinical trials.",positive,positive,neutral,neutral
O9GZPcm9y28rhsw8H04iCkW4Td63xQF2XnzjpQLuZtQ,"John Bean (JBT) Buys Alco, Expands Growth in Food Processing",Zacks Equity Research,2022-07-04T16:23:00Z,https://www.zacks.com/stock/news/1947627/john-bean-jbt-buys-alco-expands-growth-in-food-processing,GPK TWI MYE JBT,https://www.zacks.com/amp/stock/news/1947627/john-bean-jbt-buys-alco-expands-growth-in-food-processing,https://staticx-tuner.zacks.com/images/default_article_images/default80.jpg,"John Bean's (JBT) latest buyout strengthens its product offering in further processing, mainly expanding convenience meal lines and alternative and plant-based protein technology.",positive,positive,neutral,positive
pOrxw-lUeRb7gnsskhjJu027euOT0unULNSEqU7ChmM,Here's Why You Should Retain Caesars Entertainment (CZR) Stock,Zacks Equity Research,2022-07-04T16:22:00Z,https://www.zacks.com/stock/news/1947626/heres-why-you-should-retain-caesars-entertainment-czr-stock,MGM CZR CAL BVH,https://www.zacks.com/amp/stock/news/1947626/heres-why-you-should-retain-caesars-entertainment-czr-stock,https://staticx-tuner.zacks.com/images/articles/main/02/787.jpg,"Caesars Entertainment's (CZR) focus on rebranding and remodeling initiatives bodes well. However, a decline in traffic from pre-pandemic levels is a concern.",neutral,negative,neutral,positive
Urss23h9MrF-hrO_hLFXbtRt3iJgZruMRiAKEa3RiKI,"Hormel Foods (HRL) Benefits From Brand Strength, Hurt by Costs",Zacks Equity Research,2022-07-04T16:21:00Z,https://www.zacks.com/stock/news/1947625/hormel-foods-hrl-benefits-from-brand-strength-hurt-by-costs,CPB HRL SYY UNFI,https://www.zacks.com/amp/stock/news/1947625/hormel-foods-hrl-benefits-from-brand-strength-hurt-by-costs,https://staticx-tuner.zacks.com/images/articles/main/f4/4281.jpg,"Hormel Foods (HRL) benefits from brand strength, improved foodservice business and higher pricing. However, input cost inflation is a concern.",negative,positive,neutral,positive
ko7jVzKtwMdCT_g5OWaHUIcdMxaBl_yjTOeWv2-eFTM,LyondellBasell (LYB) Inks First Two Renewable Energy PPA,Zacks Equity Research,2022-07-04T16:19:00Z,https://www.zacks.com/stock/news/1947623/lyondellbasell-lyb-inks-first-two-renewable-energy-ppa,ATI CBT LYB NTR,https://www.zacks.com/amp/stock/news/1947623/lyondellbasell-lyb-inks-first-two-renewable-energy-ppa,https://staticx-tuner.zacks.com/images/articles/main/2e/972.jpg,LyondellBasell's (LYB) purchase agreements support its climate goal of obtaining a minimum of 50% electricity from renewable sources by 2030.,neutral,positive,neutral,positive
1okE7aQeeFhri1wzH5iRmjkglo-alSsKvvmXe12Yl5k,What to Expect Ahead of Simulations Plus (SLP) Q3 Earnings?,Zacks Equity Research,2022-07-04T16:16:00Z,https://www.zacks.com/stock/news/1947621/what-to-expect-ahead-of-simulations-plus-slp-q3-earnings,JPM DAL SLP LEVI,https://www.zacks.com/amp/stock/news/1947621/what-to-expect-ahead-of-simulations-plus-slp-q3-earnings,https://staticx-tuner.zacks.com/images/articles/main/75/2558.jpg,Simulations Plus' (SLP) fiscal third-quarter performance is likely to reflect gains from strength in its diversified portfolio that includes offerings like GastroPlus and ADMET predictor.,neutral,positive,neutral,positive
u5ZENY8HCHIugdVB0cogQczPOmSaLgGqZLETrYfxhC8,Why Valero Energy (VLO) Could Beat Earnings Estimates Again,Zacks Equity Research,2022-07-04T16:10:12Z,https://www.zacks.com/stock/news/1947606/why-valero-energy-vlo-could-beat-earnings-estimates-again,VLO,https://www.zacks.com/amp/stock/news/1947606/why-valero-energy-vlo-could-beat-earnings-estimates-again,https://staticx-tuner.zacks.com/images/default_article_images/default12.jpg,Valero Energy (VLO) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,positive,positive,neutral,positive
sp1ZJ_NVcgmMPwY4_jgeNH0N_iIZivt3_CuEJl9sS4M,Why Marathon Oil (MRO) Could Beat Earnings Estimates Again,Zacks Equity Research,2022-07-04T16:10:11Z,https://www.zacks.com/stock/news/1947610/why-marathon-oil-mro-could-beat-earnings-estimates-again,MRO,https://www.zacks.com/amp/stock/news/1947610/why-marathon-oil-mro-could-beat-earnings-estimates-again,https://staticx-tuner.zacks.com/images/default_article_images/default16.jpg,Marathon Oil (MRO) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,positive,positive,neutral,positive
sgVCeC3yC-qBmnqJq0_hQBL0FxAhBTgDPw6CqXDyQec,Why Dow Inc. (DOW) Could Beat Earnings Estimates Again,Zacks Equity Research,2022-07-04T16:10:11Z,https://www.zacks.com/stock/news/1947609/why-dow-inc-dow-could-beat-earnings-estimates-again,DOW,https://www.zacks.com/amp/stock/news/1947609/why-dow-inc-dow-could-beat-earnings-estimates-again,https://staticx-tuner.zacks.com/images/default_article_images/default15.jpg,Dow Inc. (DOW) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,neutral,positive,neutral,positive
fWytmSsBTUIdTp0R9Bsz_20QmFiyMEr9lvXM-WG_cxA,Why ADM (ADM) Could Beat Earnings Estimates Again,Zacks Equity Research,2022-07-04T16:10:11Z,https://www.zacks.com/stock/news/1947607/why-adm-adm-could-beat-earnings-estimates-again,ADM,https://www.zacks.com/amp/stock/news/1947607/why-adm-adm-could-beat-earnings-estimates-again,https://staticx-tuner.zacks.com/images/default_article_images/default13.jpg,ADM (ADM) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,neutral,positive,neutral,positive
VpB75BYnc5E6BYkrSYDIcqwqjzq45vQurFyblZV0bGA,Can Block (SQ) Keep the Earnings Surprise Streak Alive?,Zacks Equity Research,2022-07-04T16:10:11Z,https://www.zacks.com/stock/news/1947608/can-block-sq-keep-the-earnings-surprise-streak-alive,SQ,https://www.zacks.com/amp/stock/news/1947608/can-block-sq-keep-the-earnings-surprise-streak-alive,https://staticx-tuner.zacks.com/images/default_article_images/default14.jpg,Block (SQ) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,neutral,positive,neutral,positive
Dcc1sbCWBRZJuyefNb8iXyamZXgzw_echwPIIqw1ISg,Why Merck (MRK) Could Beat Earnings Estimates Again,Zacks Equity Research,2022-07-04T16:10:11Z,https://www.zacks.com/stock/news/1947611/why-merck-mrk-could-beat-earnings-estimates-again,MRK,https://www.zacks.com/amp/stock/news/1947611/why-merck-mrk-could-beat-earnings-estimates-again,https://staticx-tuner.zacks.com/images/default_article_images/default17.jpg,Merck (MRK) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,neutral,positive,neutral,positive
ifX_u3YzWPMl2fTPylkvcnE1T-cMcY8nPAEcr9ClwQA,Can Advanced Micro (AMD) Keep the Earnings Surprise Streak Alive?,Zacks Equity Research,2022-07-04T16:10:10Z,https://www.zacks.com/stock/news/1947614/can-advanced-micro-amd-keep-the-earnings-surprise-streak-alive,AMD,https://www.zacks.com/amp/stock/news/1947614/can-advanced-micro-amd-keep-the-earnings-surprise-streak-alive,https://staticx-tuner.zacks.com/images/default_article_images/default20.jpg,Advanced Micro (AMD) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,neutral,positive,neutral,positive
OkKsReIkgSxSL1rh764c_HNXXoM_FTKkIW3xx3VM1Mo,Can Lockheed (LMT) Keep the Earnings Surprise Streak Alive?,Zacks Equity Research,2022-07-04T16:10:10Z,https://www.zacks.com/stock/news/1947613/can-lockheed-lmt-keep-the-earnings-surprise-streak-alive,LMT,https://www.zacks.com/amp/stock/news/1947613/can-lockheed-lmt-keep-the-earnings-surprise-streak-alive,https://staticx-tuner.zacks.com/images/default_article_images/default19.jpg,Lockheed (LMT) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,neutral,positive,neutral,positive
9uHGS2jzlJLv-yhUicNCZsz0kov1T4sQJvM-f_J1zyI,Can Kinder Morgan (KMI) Keep the Earnings Surprise Streak Alive?,Zacks Equity Research,2022-07-04T16:10:10Z,https://www.zacks.com/stock/news/1947612/can-kinder-morgan-kmi-keep-the-earnings-surprise-streak-alive,KMI,https://www.zacks.com/amp/stock/news/1947612/can-kinder-morgan-kmi-keep-the-earnings-surprise-streak-alive,https://staticx-tuner.zacks.com/images/default_article_images/default18.jpg,Kinder Morgan (KMI) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,neutral,positive,neutral,positive
Br_AuDDJ-lLDXgWXYLItwgqZ8ntBGGPJMuYrz8EYG38,Why Devon Energy (DVN) is Poised to Beat Earnings Estimates Again,Zacks Equity Research,2022-07-04T16:10:09Z,https://www.zacks.com/stock/news/1947615/why-devon-energy-dvn-is-poised-to-beat-earnings-estimates-again,DVN,https://www.zacks.com/amp/stock/news/1947615/why-devon-energy-dvn-is-poised-to-beat-earnings-estimates-again,https://staticx-tuner.zacks.com/images/default_article_images/default21.jpg,Devon Energy (DVN) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,positive,positive,neutral,positive
TqRhoBuSVqyyrZC8NK67y2fSiPXeuitVSgF3kUzS4qs,Bank of Hawaii (BOH) Upgraded to Buy: Here's What You Should Know,Zacks Equity Research,2022-07-04T16:00:08Z,https://www.zacks.com/stock/news/1947616/bank-of-hawaii-boh-upgraded-to-buy-heres-what-you-should-know,BOH,https://www.zacks.com/amp/stock/news/1947616/bank-of-hawaii-boh-upgraded-to-buy-heres-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default22.jpg,"Bank of Hawaii (BOH) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #2 (Buy).",neutral,positive,neutral,positive
7WVRQzIMU0OIy2VbkoyFHVaJT63jcJvvXd3Z3s-MNB8,Clean Harbors (CLH) Moves to Buy: Rationale Behind the Upgrade,Zacks Equity Research,2022-07-04T16:00:08Z,https://www.zacks.com/stock/news/1947617/clean-harbors-clh-moves-to-buy-rationale-behind-the-upgrade,CLH,https://www.zacks.com/amp/stock/news/1947617/clean-harbors-clh-moves-to-buy-rationale-behind-the-upgrade,https://staticx-tuner.zacks.com/images/default_article_images/default23.jpg,"Clean Harbors (CLH) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #2 (Buy).",neutral,positive,neutral,positive
NiqmmE0c0Ik4OF3tnB5UKaXlNfaJWamfgSsBpSxvmGA,Axis Capital (AXS) Upgraded to Strong Buy: Here's What You Should Know,Zacks Equity Research,2022-07-04T16:00:07Z,https://www.zacks.com/stock/news/1947619/axis-capital-axs-upgraded-to-strong-buy-heres-what-you-should-know,AXS,https://www.zacks.com/amp/stock/news/1947619/axis-capital-axs-upgraded-to-strong-buy-heres-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default25.jpg,"Axis Capital (AXS) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #1 (Strong Buy).",neutral,positive,neutral,positive
N4XobjLovwMGXMPzxqz3BaJ0iIwhprLL0NhV5YcWz8g,Bank of NT Butterfield & Son (NTB) Upgraded to Strong Buy: Here's What You Should Know,Zacks Equity Research,2022-07-04T16:00:07Z,https://www.zacks.com/stock/news/1947618/bank-of-nt-butterfield-son-ntb-upgraded-to-strong-buy-heres-what-you-should-know,NTB,https://www.zacks.com/amp/stock/news/1947618/bank-of-nt-butterfield-son-ntb-upgraded-to-strong-buy-heres-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default24.jpg,"Bank of NT Butterfield & Son (NTB) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #1 (Strong Buy).",neutral,positive,neutral,positive
V1ZWO_v9FmYHkz_5YspqpGEuWOpWFKvLRN9CjNkFpJw,Valeo intègre 100% de Valeo Siemens eAutomotive  et crée un champion de la mobilité électrique,Valeo,2022-07-04T16:00:00Z,https://www.globenewswire.com/news-release/2022/07/04/2473583/0/fr/Valeo-int%C3%A8gre-100-de-Valeo-Siemens-eAutomotive-et-cr%C3%A9e-un-champion-de-la-mobilit%C3%A9-%C3%A9lectrique.html,FR,https://www.globenewswire.com/news-release/2022/07/04/2473583/0/fr/Valeo-int%C3%A8gre-100-de-Valeo-Siemens-eAutomotive-et-cr%C3%A9e-un-champion-de-la-mobilit%C3%A9-%C3%A9lectrique.html,https://ml-eu.globenewswire.com/Resource/Download/d075c809-eac7-477b-89dd-d5794fbc36aa?size=1,"COMMUNIQUÉ DE PRESSEParis, le 4 juillet 2022",neutral,neutral,neutral,neutral
