<<<<<<< HEAD
Feature,LIME Weight,Predicted Close t+1,Date_dt,Model,Ticker,Scope,Date
Close_t-9,0.20224354818668008,0.20224354818668008,2021-07-06,Deep Learning LSTM,NMC,1 day ahead,2021-07-06
Close_t-0,0.19136255177828893,0.19136255177828893,2021-07-06,Deep Learning LSTM,NMC,1 day ahead,2021-07-06
Close_t-4,0.21819559486231882,0.21819559486231882,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-5,0.2172138433763654,0.2172138433763654,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-3,0.21605456871642867,0.21605456871642867,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-2,0.21334116526090305,0.21334116526090305,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-6,0.2130394826778784,0.2130394826778784,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-7,0.21301869139406868,0.21301869139406868,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-8,0.2074353386834644,0.2074353386834644,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-9,0.20310959563420886,0.20310959563420886,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-1,0.2028444565999537,0.2028444565999537,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-10,0.19860783123373638,0.19860783123373638,2021-07-07,Deep Learning LSTM,NMC,1 day ahead,2021-07-07
Close_t-4,0.22034348602861006,0.22034348602861006,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-5,0.2177722843952737,0.2177722843952737,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-3,0.21750760446404618,0.21750760446404618,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-6,0.215362250810119,0.215362250810119,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-2,0.21517582559846118,0.21517582559846118,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-7,0.21213840942766168,0.21213840942766168,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-1,0.20863585634265222,0.20863585634265222,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-8,0.20801687908568384,0.20801687908568384,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-9,0.20391242490719058,0.20391242490719058,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-10,0.20305613169882905,0.20305613169882905,2021-07-08,Deep Learning LSTM,NMC,1 day ahead,2021-07-08
Close_t-3,0.21972948698025738,0.21972948698025738,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-5,0.21851468894664386,0.21851468894664386,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-4,0.21849153800886859,0.21849153800886859,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-2,0.2147567870906039,0.2147567870906039,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-6,0.21429939821223387,0.21429939821223387,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-7,0.21290513252210863,0.21290513252210863,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-8,0.20811503390927627,0.20811503390927627,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-9,0.20573067479231125,0.20573067479231125,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-1,0.2056672259808847,0.2056672259808847,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-10,0.19883991388197908,0.19883991388197908,2021-07-09,Deep Learning LSTM,NMC,1 day ahead,2021-07-09
Close_t-3,0.2203177596550935,0.2203177596550935,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-4,0.21886006233995436,0.21886006233995436,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-5,0.21823858993572087,0.21823858993572087,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-6,0.21496269416885708,0.21496269416885708,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-2,0.21459700218476743,0.21459700218476743,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-7,0.21255180082206165,0.21255180082206165,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-8,0.2072387781089618,0.2072387781089618,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-1,0.20526649690632554,0.20526649690632554,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-9,0.20153556346370405,0.20153556346370405,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-10,0.19946472135857385,0.19946472135857385,2021-07-10,Deep Learning LSTM,NMC,1 day ahead,2021-07-10
Close_t-4,0.2205484903461203,0.2205484903461203,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-3,0.21711904946569674,0.21711904946569674,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-5,0.21709484609115506,0.21709484609115506,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-7,0.2163715169814099,0.2163715169814099,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-6,0.21541676484584124,0.21541676484584124,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-2,0.21335753333523905,0.21335753333523905,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-8,0.21127093783268747,0.21127093783268747,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-9,0.2050019896836769,0.2050019896836769,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-10,0.20090847041970014,0.20090847041970014,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-11,0.19613037817775503,0.19613037817775503,2021-07-11,Deep Learning LSTM,NMC,1 day ahead,2021-07-11
Close_t-3,0.21924321078256995,0.21924321078256995,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-4,0.21879490239369478,0.21879490239369478,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-5,0.21616230808473016,0.21616230808473016,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-6,0.21488406018135964,0.21488406018135964,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-2,0.2109497292219925,0.2109497292219925,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-7,0.2107792936637229,0.2107792936637229,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-8,0.2085374473615968,0.2085374473615968,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-1,0.20723118548763242,0.20723118548763242,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-9,0.2010831240737961,0.2010831240737961,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-10,0.20063384299480233,0.20063384299480233,2021-07-12,Deep Learning LSTM,NMC,1 day ahead,2021-07-12
Close_t-3,0.21977111322667214,0.21977111322667214,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-6,0.21823853545579758,0.21823853545579758,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-4,0.2177304634130076,0.2177304634130076,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-2,0.21698599532795515,0.21698599532795515,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-5,0.21638293385617857,0.21638293385617857,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-7,0.2134075008545957,0.2134075008545957,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-8,0.20795327042955175,0.20795327042955175,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-1,0.20699450910395154,0.20699450910395154,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-9,0.20309017257204595,0.20309017257204595,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-10,0.19956711927036186,0.19956711927036186,2021-07-13,Deep Learning LSTM,NMC,1 day ahead,2021-07-13
Close_t-5,0.2180185411104857,0.2180185411104857,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-4,0.21702325873298542,0.21702325873298542,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-6,0.21609485845354076,0.21609485845354076,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-2,0.21584776817065976,0.21584776817065976,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-3,0.2154868306380219,0.2154868306380219,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-7,0.21250748633394761,0.21250748633394761,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-8,0.20733723993581601,0.20733723993581601,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-1,0.2050768352976993,0.2050768352976993,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-9,0.2036454747246504,0.2036454747246504,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-10,0.20155401692071878,0.20155401692071878,2021-07-14,Deep Learning LSTM,NMC,1 day ahead,2021-07-14
Close_t-3,0.21689108908523172,0.21689108908523172,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-5,0.21648176020035761,0.21648176020035761,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-4,0.2161451191353408,0.2161451191353408,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-6,0.21582391455318503,0.21582391455318503,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-2,0.21378529233994473,0.21378529233994473,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-7,0.21276595988493816,0.21276595988493816,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-8,0.2083823264360781,0.2083823264360781,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-1,0.20720485137194716,0.20720485137194716,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-9,0.20429719178207925,0.20429719178207925,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-10,0.20053112425589464,0.20053112425589464,2021-07-15,Deep Learning LSTM,NMC,1 day ahead,2021-07-15
Close_t-4,0.22030109754465327,0.22030109754465327,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-5,0.21787046540484953,0.21787046540484953,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-3,0.21703294382739105,0.21703294382739105,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-2,0.21560576910957216,0.21560576910957216,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-6,0.21500537636998918,0.21500537636998918,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-7,0.21037891941822465,0.21037891941822465,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-1,0.20760107395535007,0.20760107395535007,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-8,0.20757401172415998,0.20757401172415998,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-9,0.20274790003254453,0.20274790003254453,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-10,0.20099489319004163,0.20099489319004163,2021-07-16,Deep Learning LSTM,NMC,1 day ahead,2021-07-16
Close_t-4,0.21853238080441165,0.21853238080441165,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-3,0.2175352375177309,0.2175352375177309,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-5,0.2170140667605349,0.2170140667605349,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-6,0.21364977753251715,0.21364977753251715,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-2,0.2125250681758594,0.2125250681758594,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-7,0.21186326873954886,0.21186326873954886,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-8,0.2081888976753257,0.2081888976753257,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-1,0.2061212052938862,0.2061212052938862,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-9,0.2020999777061896,0.2020999777061896,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-10,0.19992734863848977,0.19992734863848977,2021-07-17,Deep Learning LSTM,NMC,1 day ahead,2021-07-17
Close_t-4,0.22170655538636408,0.22170655538636408,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-5,0.21711332060095528,0.21711332060095528,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-3,0.21695245837319602,0.21695245837319602,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-6,0.21546456961491303,0.21546456961491303,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-2,0.21437622175494828,0.21437622175494828,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-7,0.21326513754876827,0.21326513754876827,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-8,0.20874470167452985,0.20874470167452985,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-1,0.20668318207197908,0.20668318207197908,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-9,0.20325612333403711,0.20325612333403711,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-10,0.19820072420025167,0.19820072420025167,2021-07-18,Deep Learning LSTM,NMC,1 day ahead,2021-07-18
Close_t-5,0.22026559558163397,0.22026559558163397,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-4,0.21995622212221688,0.21995622212221688,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-3,0.21787248575905363,0.21787248575905363,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-2,0.21597400934086827,0.21597400934086827,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-6,0.21408920327614556,0.21408920327614556,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-8,0.21086124847442622,0.21086124847442622,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-7,0.20992791020645396,0.20992791020645396,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-1,0.2072946052135606,0.2072946052135606,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-9,0.20339895510579836,0.20339895510579836,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-10,0.20249360752246864,0.20249360752246864,2021-07-19,Deep Learning LSTM,NMC,1 day ahead,2021-07-19
Close_t-4,0.22045643760064737,0.22045643760064737,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-3,0.2176480147343361,0.2176480147343361,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-5,0.2163680959521254,0.2163680959521254,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-6,0.2151647946663237,0.2151647946663237,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-7,0.2149007260754706,0.2149007260754706,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-2,0.21438227880442542,0.21438227880442542,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-8,0.20719739855111988,0.20719739855111988,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-9,0.20493456935309767,0.20493456935309767,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-1,0.20453801262524496,0.20453801262524496,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-10,0.20061053541292262,0.20061053541292262,2021-07-20,Deep Learning LSTM,NMC,1 day ahead,2021-07-20
Close_t-4,0.2182937785776251,0.2182937785776251,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-5,0.21774492131163448,0.21774492131163448,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-6,0.2164938849506212,0.2164938849506212,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-3,0.2155785888148757,0.2155785888148757,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-2,0.2130834533451904,0.2130834533451904,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-7,0.21065388865723594,0.21065388865723594,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-8,0.208300998604042,0.208300998604042,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-9,0.20268478693650988,0.20268478693650988,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-10,0.19756382711005044,0.19756382711005044,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-13,0.19221537182304033,0.19221537182304033,2021-07-21,Deep Learning LSTM,NMC,1 day ahead,2021-07-21
Close_t-3,0.2193922117205496,0.2193922117205496,2021-07-22,Deep Learning LSTM,NMC,1 day ahead,2021-07-22
Close_t-5,0.21783081693133102,0.21783081693133102,2021-07-22,Deep Learning LSTM,NMC,1 day ahead,2021-07-22
Close_t-4,0.21691246007128137,0.21691246007128137,2021-07-22,Deep Learning LSTM,NMC,1 day ahead,2021-07-22
Close_t-2,0.21673932785112524,0.21673932785112524,2021-07-22,Deep Learning LSTM,NMC,1 day ahead,2021-07-22
Close_t-6,0.21300915558568537,0.21300915558568537,2021-07-22,Deep Learning LSTM,NMC,1 day ahead,2021-07-22
Close_t-7,0.21273153318534002,0.21273153318534002,2021-07-22,Deep Learning LSTM,NMC,1 day ahead,2021-07-22
Close_t-8,0.20715347014695323,0.20715347014695323,2021-07-22,Deep Learning LSTM,NMC,1 day ahead,2021-07-22
